Title|ID|Variable|Constitution|Text
2597|Church/State Relationship|seprel|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 77</h3>     <p>The free exercise of all religions and cults is guaranteed without predominance, provided they do not violate the law and public policy.</p>     <p>Ministers of the various religions may not hold public office or engage in any form of political propaganda, invoking religious motives or, as a means to such end, thus taking advantage of the religious beliefs of the people.</p> </section>
2598|Assembly|assem|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 78</h3>     <p>Freedom of association and assembly is guaranteed provided its exercise is not contrary to the public policy or to public morals.</p> </section>
2599|Petition|petition|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 80</h3>     <p>Every person or association of persons has the right to present petitions to the authorities, for reasons of either private or general interest, and to obtain a prompt reply within the time allowed by law.</p> </section>
2600|Counsel|couns|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 83</h3>     <p>The State shall appoint counsel to defend indigents and to protect the persons and interests of minors and other incompetents. They shall give legal assistance to them and represent them judicially in defense of their personal liberty and other rights.</p> </section>
2601|Self-Incrimination|miranda|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 88</h3>     <p>Duress or coercion of any type to obtain confessions, are absolutely forbidden.</p>     <p>No one may be compelled, in criminal, correctional or police matters, to testify against himself, his spouse or household companion, nor against his relatives within the fourth degree of consanguinity or second degree of affinity.</p>     <p>Testimony given only in the presence of competent judge shall be valid evidence.</p>     <p>Testimony obtained in violation of any of these principles shall be null, and those responsible shall incur the penalties established by law.</p> </section>
2602|Evidence|evidence|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 88</h3>     <p>Duress or coercion of any type to obtain confessions, are absolutely forbidden.</p>     <p>No one may be compelled, in criminal, correctional or police matters, to testify against himself, his spouse or household companion, nor against his relatives within the fourth degree of consanguinity or second degree of affinity.</p>     <p>Testimony given only in the presence of competent judge shall be valid evidence.</p>     <p>Testimony obtained in violation of any of these principles shall be null, and those responsible shall incur the penalties established by law.</p> </section>  <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 99</h3>     <p>The home is inviolable. No entrance or search may be made without the consent of the occupant or without order from a competent authority. Nevertheless, it may be searched, in case of urgency, to prevent the commission or impunity crimes, or to avoid grave injury to persons or damage to property.</p>     <p>Except in cases of urgency, search of the home may not take place between seven o'clock in the evening and six o'clock in the morning, without incurring responsibility.</p>     <p>The law shall determine the requirements and formalities regarding the manner in which the entrance, inspection or search may be carried out, as well as the responsibilities that may be incurred by the authority carrying it out.</p> </section>
2603|Pre-Trial Release|prerel|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 93</h3>     <p>No one may be committed to jail, even by a bill of indictment, nor detained therein, if he furnished sufficient bail in accordance with law.</p> </section>
2604|Double Jeopardy|doubjep|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 95</h3>     <p>No one shall be punished with penalty not previously established by law, nor be tried a second time for the same punishable acts for which a previous trial was held.</p> </section>
2605|â€œNo Punishment Without Lawâ€ù|wolaw|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 95</h3>     <p>No one shall be punished with penalty not previously established by law, nor be tried a second time for the same punishable acts for which a previous trial was held.</p> </section>
2606|Ex Post Laws|expost|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 96</h3>     <p>No law has retroactive effect, except in criminal matters when the new law favors the defendant.</p> </section>
2608|Debtors' Rights|debtrght|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 98</h3>     <p>No person may be detained, arrested or imprisoned for debts or obligations which do not arise from crimes or offenses.</p> </section>
2610|Property|proprght|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 103</h3>     <p>The State recognizes, guarantees, and promotes the existence of private property in its broadest concept as a social function and without further limitations than those established by law for reasons of necessity or public interest.</p> </section>  <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 104</h3>     <p>The right to ownership shall not prejudice the right of eminent domain of the State.</p> </section>
2612|Expropriation of Property|exprop|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 106</h3>     <p>No one may be deprived of his property except by reason of public need or interest defined by law or a decision based on law, and shall not take place without assessed prior compensation.</p>     <p>In the event of war or internal disorder, it is not necessary that the compensation be paid in advance; however, the corresponding payment shall be made not later than two years after the termination of the state of emergency.</p> </section>  <section>     <h3>TITLE VI &gt; CHAPTER III &gt; Article 350</h3>     <p>The properties that may be expropriated for the purposes of agrarian reform or the development and improvement of communities are exclusively rural holdings and the useful and necessary improvements attached to them whose severance may be detrimental to the economic production unit.</p> </section>
2613|Intellectual Property|intprop|Honduras_2012| <section>     <h3>TITLE III &gt; CHAPTER II &gt; Article 108</h3>     <p>Every author, inventor, producer or merchant shall enjoy the exclusive ownership of his work, invention, trademark, or trade name, according to law.</p> </section>  <section>     <h3>TITLE VI &gt; CHAPTER I &gt; Article 339</h3>     <p>Monopolies, monopsonies, oligopolies, hoarding and similar practices in industrial and commercial activity are prohibited.</p>     <p>The temporary privileges granted to inventors, discoverers or authors as scientific, literary, artistic or commercial property, patents of invention or trademarks are not considered private monopolies.</p> </section>
2614|Unjustified Restraint|habcorp|Honduras_2012| <section>     <h3>TITLE IV &gt; CHAPTER I &gt; Article 182</h3>     <p>The State recognizes the writ of habeas corpus or personal appearance. Consequently, every aggrieved person, or any other in his behalf, has the right to file the petition:</p>          <p><b>1</b> When he is imprisoned or detained illegally or restrained in any way in the enjoyment of his personal freedom; and</p>     <p><b>2</b> When during his lawful imprisonment or detention, the imprisoned or detained person is subjected to torment, torture, harassment, illegal demands, or any other coercion, restriction, or molestation that is unnecessary for his safety or for the order of the prison.</p>     <p>A writ of habeas corpus may be filed without any special power or any formality, either orally or in writing, using any means of communication, at any time during working or nonworking days and free of charge.</p>     <p>Judges or other authorities may not dismiss a petition for a writ of habeas corpus and have the inescapable duty of proceeding immediately to put an end to the violation of one's personal liberty or safety.</p>     <p>The courts that fail to admit these petitions shall incur the corresponding penal and administrative liability.</p>     <p>Any authority who orders, or agents who undertake, the concealment of the detained person, or who in any other way violate this guarantee, shall be guilty of the offense of false arrest.</p> </section>
2617|Birthright Citizenship|solissuf|Hungary_2011| <section>     <h3>FOUNDATION &gt; Article G &gt; 1</h3>     <p>The child of a Hungarian citizen shall be a Hungarian citizen by birth. A cardinal Act may define other cases of the origin or acquisition of Hungarian citizenship.</p> </section>  <section>     <h3>FOUNDATION &gt; Article G &gt; 2</h3>     <p>Hungary shall defend its citizens.</p> </section>  <section>     <h3>FOUNDATION &gt; Article G &gt; 3</h3>     <p>No person may be deprived of Hungarian citizenship established by birth or acquired in a lawful manner.</p> </section>  <section>     <h3>FOUNDATION &gt; Article G &gt; 4</h3>     <p>The detailed rules for citizenship shall be defined by a cardinal Act.</p> </section>
2621|Life|life|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article II</h3>     <p>Human dignity shall be inviolable. Every human being shall have the right to life and human dignity; embryonic and foetal life shall be subject to protection from the moment of conception.</p> </section>
2622|Slavery|slave|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article III &gt; 1</h3>     <p>No person shall be subjected to torture, any inhuman or degrading treatment or punishment, or be enslaved. Human trafficking shall be prohibited.</p> </section>  <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XXXI &gt; 4</h3>     <p>Every adult Hungarian citizen living in Hungary may be ordered to perform work for national defence purposes during a state of national crisis as defined by a cardinal Act.</p> </section>
2623|Cruel and Unusual Punishment|cruelty|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article III &gt; 1</h3>     <p>No person shall be subjected to torture, any inhuman or degrading treatment or punishment, or be enslaved. Human trafficking shall be prohibited.</p> </section>
2624|Unjustified Restraint|habcorp|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article IV &gt; 1</h3>     <p>Every person shall have the right to freedom and personal safety.</p> </section>  <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article IV &gt; 2</h3>     <p>No person shall be deprived of his or her liberty except for statutory reasons or as a result of a statutory procedure. Life imprisonment without parole shall only be imposed in relation to the commission of wilful and violent offences.</p> </section>  <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article IV &gt; 3</h3>     <p>Any person suspected of and arrested for committing any offence shall either be released or brought before a court as soon as possible. The court shall be obliged to give such person a hearing and to immediately make a decision with a written justification on his or her acquittal or conviction.</p> </section>  <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article IV &gt; 4</h3>     <p>A person whose liberty has been restricted without a well-founded reason or in an unlawful manner shall be entitled to indemnity.</p> </section>
2628|Freedom of Religion|freerel|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article VII &gt; 1</h3>     <p>Every person shall have the right to freedom of thought, conscience and religion. This right shall include the freedom to choose or change religion or any other persuasion, and the freedom for every person to proclaim, refrain from proclaiming, profess or teach his or her religion or any other persuasion by performing religious acts, ceremonies or in any other way, whether individually or jointly with others, in the public domain or in his or her private life.</p> </section>
2629|Church/State Relationship|seprel|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article VII &gt; 2</h3>     <p>The State and Churches shall be separate. Churches shall be autonomous. The State shall cooperate with the Churches for community goals.</p> </section>
2630|Assembly|assem|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article VIII &gt; 1</h3>     <p>Every person shall have the right to peaceful assembly.</p> </section>
2631|Expression|express|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article IX &gt; 1</h3>     <p>Every person shall have the right to express his or her opinion.</p> </section>
2632|Press|press|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article IX &gt; 2</h3>     <p>Hungary shall recognise and defend the freedom and diversity of the press, and shall ensure the conditions for free dissemination of information necessary for the formation of democratic public opinion.</p> </section>
2633|Property|proprght|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XIII &gt; 1</h3>     <p>Every person shall have the right to property and inheritance. Property shall entail social responsibility.</p> </section>  <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XIII &gt; 2</h3>     <p>Property may only be expropriated in exceptional cases and in the public interest, in legally defined cases and ways, and subject to full, unconditional and immediate indemnity.</p> </section>
2635|Expropriation of Property|exprop|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XIII &gt; 2</h3>     <p>Property may only be expropriated in exceptional cases and in the public interest, in legally defined cases and ways, and subject to full, unconditional and immediate indemnity.</p> </section>
2636|Equality|equal|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XV &gt; 1</h3>     <p>Every person shall be equal before the law. Every human being shall have legal capacity.</p> </section>  <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XV &gt; 2</h3>     <p>Hungary shall ensure fundamental rights to every person without any discrimination on the grounds of race, colour, gender, disability, language, religion, political or other views, national or social origin, financial, birth or other circumstances whatsoever.</p> </section>  <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XV &gt; 3</h3>     <p>Women and men shall have equal rights.</p> </section>  <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XV &gt; 4</h3>     <p>Hungary shall adopt special measures to promote the implementation of legal equality.</p> </section>  <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XV &gt; 5</h3>     <p>Hungary shall adopt special measures to protect children, women, the elderly and persons living with disabilities.</p> </section>
2637|Skin Color Non-Discrimination|equal10|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XV &gt; 2</h3>     <p>Hungary shall ensure fundamental rights to every person without any discrimination on the grounds of race, colour, gender, disability, language, religion, political or other views, national or social origin, financial, birth or other circumstances whatsoever.</p> </section>
2638|Racial Non-Discrimination|equal4|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XV &gt; 2</h3>     <p>Hungary shall ensure fundamental rights to every person without any discrimination on the grounds of race, colour, gender, disability, language, religion, political or other views, national or social origin, financial, birth or other circumstances whatsoever.</p> </section>
2639|Gender Non-Discrimination|equal1|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XV &gt; 2</h3>     <p>Hungary shall ensure fundamental rights to every person without any discrimination on the grounds of race, colour, gender, disability, language, religion, political or other views, national or social origin, financial, birth or other circumstances whatsoever.</p> </section>
2644|Suffrage|voteun|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XXIII &gt; 1</h3>     <p>Every adult Hungarian citizen shall have the right to be a voter as well as a candidate in the elections of Members of Parliament, local representatives and mayors, and of members of the European Parliament.</p> </section>  <section>     <h3>THE STATE &gt; Parliament &gt; Article 2 &gt; 1</h3>     <p>Electors shall exercise universal and equal suffrage to elect the Members of Parliament by direct and secret ballot, in elections allowing the free expression of votersâ€™ will, in the manner defined by a cardinal Act.</p> </section>  <section>     <h3>THE STATE &gt; Local governments &gt; Article 35 &gt; 1</h3>     <p>Electors shall exercise universal and equal suffrage to elect local representatives and mayors by direct and secret ballot, in elections allowing the free expression of the will of electors, in the manner defined by a cardinal Act.</p> </section>
2645|Petition|petition|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XXV</h3>     <p>Every person shall have the right to submit a written application, complaint or proposal, whether individual or joint, to any organ which exercises public power.</p> </section>
2646|Fair Trial|fairtri|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XXVIII &gt; 1</h3>     <p>Every person shall have the right to have any charge against him or her, or any right and duty in litigation, adjudicated by a legally established independent and impartial court in a fair public trial within a reasonable period of time.</p> </section>
2647|Speedy Trial|speedtri|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XXVIII &gt; 1</h3>     <p>Every person shall have the right to have any charge against him or her, or any right and duty in litigation, adjudicated by a legally established independent and impartial court in a fair public trial within a reasonable period of time.</p> </section>
2648|Public Trial|pubtri|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XXVIII &gt; 1</h3>     <p>Every person shall have the right to have any charge against him or her, or any right and duty in litigation, adjudicated by a legally established independent and impartial court in a fair public trial within a reasonable period of time.</p> </section>
2649|Counsel|couns|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XXVIII &gt; 3</h3>     <p>Every person subject to prosecution shall have the right to legal defence at every stage of the trial. No counsel shall be made liable for his or her opinion expressed while providing legal defence.</p> </section>
2650|Ex Post Laws|expost|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XXVIII &gt; 4</h3>     <p>No person shall be found guilty or be punished for an act which, at the time when it was committed, was not an offence under the law of Hungary or of any other state by virtue of an international agreement or any legal act of the European Union.</p> </section>
2651|Double Jeopardy|doubjep|Hungary_2011| <section>     <h3>FREEDOM AND RESPONSIBILITY &gt; Article XXVIII &gt; 6</h3>     <p>Except for extraordinary cases of legal remedy determined by law, no person shall be prosecuted or convicted for any offence for which he or she has already been acquitted or convicted by an effective court ruling, whether in Hungary or in any other jurisdiction as defined by international agreements or any legal act of the European Union.</p> </section>
2654|Intellectual Property|intprop|Hungary_2011| <section>     <h3>THE STATE &gt; The President of the Republic &gt; Article 12 &gt; 2</h3>     <p>The office of the President of the Republic shall be incompatible with any other state, social, economic and political office or assignment. The President of the Republic may not pursue any other remunerated occupation, and may not receive a fee for any other activity, except for an activity subject to copyright protection.</p> </section>
2655|Jury|jury|Hungary_2011| <section>     <h3>THE STATE &gt; Courts &gt; Article 27 &gt; 1</h3>     <p>Unless otherwise provided for by law, courts shall administer justice in panels.</p> </section>  <section>     <h3>THE STATE &gt; Courts &gt; Article 27 &gt; 2</h3>     <p>Non-professional judges shall also participate in the administration of justice in the cases and ways defined by laws.</p> </section>  <section>     <h3>THE STATE &gt; Courts &gt; Article 27 &gt; 3</h3>     <p>Sole judges and chairpersons of panels shall be professional judges. In cases defined by law, court secretaries may also act within the competence of sole judges subject to Article 26(1).</p> </section>
2659|Birthright Citizenship|solissuf|Iceland_1999| <section>     <h3>II &gt; Article 20</h3>     <p>The President appoints public officials as provided by law.</p>     <p>No person may hold public office unless he has Icelandic nationality. Each public official shall take an oath or pledge to uphold the Constitution.</p>     <p>The President may remove from office any official whom he has appointed.</p>     <p>The President may transfer officials from one office to another provided that their official remuneration is not reduced, and that they have an option between such transfer and retirement with a pension, or old-age benefits, as prescribed by law.</p>     <p>Certain categories of officials, in addition to those mentioned in Article 61, may be exempted by law from this provision.</p> </section>  <section>     <h3>III &gt; Article 33</h3>     <p>All persons who, on the date of an election, are 18 years of age or older and have Icelandic nationality have the right to vote in elections to Althingi. Permanent domicile in Iceland, on the date of an election, is also a requirement for voting, unless exceptions from this rule are stipulated in the law on elections to Althingi.</p>     <p>Further provisions regarding elections to Althingi shall be laid down in the law on elections.</p> </section>  <section>     <h3>III &gt; Article 34</h3>     <p>Every national having the right to vote in elections to Althingi and an unblemished reputation is eligible to be elected to Althingi.</p>     <p>Supreme Court Judges, however, are not eligible.</p> </section>  <section>     <h3>VII &gt; Article 66</h3>     <p>No one may be deprived of Icelandic citizenship. Loss of citizenship may, however, be provided for by law, in the event a person accepts citizenship in another State. An alien can only be granted Icelandic citizenship according to law.</p>     <p>An Icelandic citizen cannot be barred from entering Iceland nor expelled there from. The rights of aliens to enter and reside in Iceland, and the reasons for which they may be expelled, shall be laid down by law.</p>     <p>No one may be barred from leaving Iceland except by judicial decision. A person may however be prevented from leaving Iceland by lawful arrest.</p>     <p>Every person lawfully residing in Iceland shall be free to choose his residence and shall enjoy freedom of travel subject to any limitations laid down by law.</p> </section>
2662|Freedom of Religion|freerel|Iceland_1999| <section>     <h3>VI &gt; Article 63</h3>     <p>All persons have the right to form religious associations and to practice their religion in conformity with their individual convictions. Nothing may however be preached or practised which is prejudicial to good morals or public order.</p> </section>
2664|Equality|equal|Iceland_1999| <section>     <h3>VII &gt; Article 65</h3>     <p>Everyone shall be equal before the law and enjoy human rights irrespective of sex, religion, opinion, national origin, race, colour, property, birth or other status.</p>     <p>Men and women shall enjoy equal rights in all respects.</p> </section>
2665|Skin Color Non-Discrimination|equal10|Iceland_1999| <section>     <h3>VII &gt; Article 65</h3>     <p>Everyone shall be equal before the law and enjoy human rights irrespective of sex, religion, opinion, national origin, race, colour, property, birth or other status.</p>     <p>Men and women shall enjoy equal rights in all respects.</p> </section>
2666|Racial Non-Discrimination|equal4|Iceland_1999| <section>     <h3>VII &gt; Article 65</h3>     <p>Everyone shall be equal before the law and enjoy human rights irrespective of sex, religion, opinion, national origin, race, colour, property, birth or other status.</p>     <p>Men and women shall enjoy equal rights in all respects.</p> </section>
2667|Gender Non-Discrimination|equal1|Iceland_1999| <section>     <h3>VII &gt; Article 65</h3>     <p>Everyone shall be equal before the law and enjoy human rights irrespective of sex, religion, opinion, national origin, race, colour, property, birth or other status.</p>     <p>Men and women shall enjoy equal rights in all respects.</p> </section>
2669|Unjustified Restraint|habcorp|Iceland_1999| <section>     <h3>VII &gt; Article 67</h3>     <p>No one may be deprived of his liberty except as permitted by law.</p>     <p>Any person deprived of his liberty shall be entitled to be informed promptly of the reasons for this measure.</p>     <p>Any person arrested by reason of suspicion of criminal conduct shall be brought before a judge without undue delay. If he is not released at once, the judge shall, within 24 hours, issue a reasoned decision on whether he shall be detained on remand. Detention on remand may only be ordered due to a charge subject to heavier sanctions than fines or punitive custody. The right of a person detained on remand to refer the decision on his remand to a superior court shall be guaranteed by law. A person shall never be detained on remand for longer than necessary; if the judge deems that he may be released on bail the amount of bail shall be determined by a judicial order.</p>     <p>Any person deprived of his liberty for other reasons shall be entitled to have the legality of the measure reviewed by a court as soon as possible. If his deprivation of liberty proves to have been unlawful he shall be released forthwith.</p>     <p>Any person deprived of his liberty without valid reason shall have a right to compensation.</p> </section>
2670|Pre-Trial Release|prerel|Iceland_1999| <section>     <h3>VII &gt; Article 67</h3>     <p>No one may be deprived of his liberty except as permitted by law.</p>     <p>Any person deprived of his liberty shall be entitled to be informed promptly of the reasons for this measure.</p>     <p>Any person arrested by reason of suspicion of criminal conduct shall be brought before a judge without undue delay. If he is not released at once, the judge shall, within 24 hours, issue a reasoned decision on whether he shall be detained on remand. Detention on remand may only be ordered due to a charge subject to heavier sanctions than fines or punitive custody. The right of a person detained on remand to refer the decision on his remand to a superior court shall be guaranteed by law. A person shall never be detained on remand for longer than necessary; if the judge deems that he may be released on bail the amount of bail shall be determined by a judicial order.</p>     <p>Any person deprived of his liberty for other reasons shall be entitled to have the legality of the measure reviewed by a court as soon as possible. If his deprivation of liberty proves to have been unlawful he shall be released forthwith.</p>     <p>Any person deprived of his liberty without valid reason shall have a right to compensation.</p> </section>
2671|Slavery|slave|Iceland_1999| <section>     <h3>VII &gt; Article 68</h3>     <p>No one may be subjected to torture or any other inhuman or degrading treatment or punishment.</p>     <p>No one shall be required to perform compulsory labour.</p> </section>
2672|Cruel and Unusual Punishment|cruelty|Iceland_1999| <section>     <h3>VII &gt; Article 68</h3>     <p>No one may be subjected to torture or any other inhuman or degrading treatment or punishment.</p>     <p>No one shall be required to perform compulsory labour.</p> </section>
2673|Ex Post Laws|expost|Iceland_1999| <section>     <h3>VII &gt; Article 69</h3>     <p>No one may be subjected to punishment unless found guilty of conduct that constituted a criminal offence according to the law at the time when it was committed, or is totally analogous to such conduct. The sanctions may not be more severe than the law permitted at the time of commission.</p>     <p>Death penalty may never be stipulated by law.</p> </section>
2674|â€œNo Punishment Without Lawâ€ù|wolaw|Iceland_1999| <section>     <h3>VII &gt; Article 69</h3>     <p>No one may be subjected to punishment unless found guilty of conduct that constituted a criminal offence according to the law at the time when it was committed, or is totally analogous to such conduct. The sanctions may not be more severe than the law permitted at the time of commission.</p>     <p>Death penalty may never be stipulated by law.</p> </section>
2675|Fair Trial|fairtri|Iceland_1999| <section>     <h3>VII &gt; Article 70</h3>     <p>Everyone shall, for the determination of his rights and obligations or in the event of a criminal charge against him, be entitled, following a fair trial and within a reasonable time, to the resolution of an independent and impartial court of law. A hearing by a court of law shall take place in public, except if the judge decides otherwise as provided for by law in the interest of morals, public order, the security of the State or the interests of the parties.</p>     <p>Everyone charged with criminal conduct shall be presumed innocent until proven guilty.</p> </section>
2676|Speedy Trial|speedtri|Iceland_1999| <section>     <h3>VII &gt; Article 70</h3>     <p>Everyone shall, for the determination of his rights and obligations or in the event of a criminal charge against him, be entitled, following a fair trial and within a reasonable time, to the resolution of an independent and impartial court of law. A hearing by a court of law shall take place in public, except if the judge decides otherwise as provided for by law in the interest of morals, public order, the security of the State or the interests of the parties.</p>     <p>Everyone charged with criminal conduct shall be presumed innocent until proven guilty.</p> </section>
2677|Public Trial|pubtri|Iceland_1999| <section>     <h3>VII &gt; Article 70</h3>     <p>Everyone shall, for the determination of his rights and obligations or in the event of a criminal charge against him, be entitled, following a fair trial and within a reasonable time, to the resolution of an independent and impartial court of law. A hearing by a court of law shall take place in public, except if the judge decides otherwise as provided for by law in the interest of morals, public order, the security of the State or the interests of the parties.</p>     <p>Everyone charged with criminal conduct shall be presumed innocent until proven guilty.</p> </section>
2678|Evidence|evidence|Iceland_1999| <section>     <h3>VII &gt; Article 71</h3>     <p>Everyone shall enjoy freedom from interference with privacy, home, and family life.</p>     <p>Bodily or personal search or a search of a personâ€™s premises or possessions may only be conducted in accordance with a judicial decision or a statutory law provision. This shall also apply to the examination of documents and mail, communications by telephone and other means, and to any other comparable interference with a personâ€™s right to privacy.</p>     <p>Notwithstanding the provisions of the first paragraph above, freedom from interference with privacy, home and family life may be otherwise limited by statutory provisions if this is urgently necessary for the protection of the rights of others.</p> </section>
2679|Property|proprght|Iceland_1999| <section>     <h3>VII &gt; Article 72</h3>     <p>The right of private ownership shall be inviolate. No one may be obliged to surrender his property unless required by public interests. Such a measure shall be provided for by law, and full compensation shall be paid.</p>     <p>The right of foreign parties to own real property interests or shares in business enterprises in Iceland may be limited by law.</p> </section>
2680|Expropriation of Property|exprop|Iceland_1999| <section>     <h3>VII &gt; Article 72</h3>     <p>The right of private ownership shall be inviolate. No one may be obliged to surrender his property unless required by public interests. Such a measure shall be provided for by law, and full compensation shall be paid.</p>     <p>The right of foreign parties to own real property interests or shares in business enterprises in Iceland may be limited by law.</p> </section>
2681|Press|press|Iceland_1999| <section>     <h3>VII &gt; Article 73</h3>     <p>Everyone has the right to freedom of opinion and belief.</p>     <p>Everyone shall be free to express his thoughts, but shall also be liable to answer for them in court. The law may never provide for censorship or other similar limitations to freedom of expression.</p>     <p>Freedom of expression may only be restricted by law in the interests of public order or the security of the State, for the protection of health or morals, or for the protection of the rights or reputation of others, if such restrictions are deemed necessary and in agreement with democratic traditions.</p> </section>
2682|Expression|express|Iceland_1999| <section>     <h3>VII &gt; Article 73</h3>     <p>Everyone has the right to freedom of opinion and belief.</p>     <p>Everyone shall be free to express his thoughts, but shall also be liable to answer for them in court. The law may never provide for censorship or other similar limitations to freedom of expression.</p>     <p>Freedom of expression may only be restricted by law in the interests of public order or the security of the State, for the protection of health or morals, or for the protection of the rights or reputation of others, if such restrictions are deemed necessary and in agreement with democratic traditions.</p> </section>
2683|Assembly|assem|Iceland_1999| <section>     <h3>VII &gt; Article 74</h3>     <p>Associations may be formed without prior permission for any lawful purpose, including political associations and trade unions. An association may not be dissolved by administrative decision. The activities of an association found to be in furtherance of unlawful objectives may however be enjoint, in which case legal action shall be brought without undue delay for a judgment dissolving the association.</p>     <p>No one may be obliged to be a member of any association. Membership of an association may however be made obligatory by law if this is necessary in order to enable an association to discharge its functions in the public interest or on account of the rights of others.</p>     <p>People are free to assemble unarmed. Public gatherings may be attended by police. Public gatherings in the open may be banned if it is feared that riots may ensue.</p> </section>
